path,frame_count,uniform_frames,key_frames
data/MVBench/video/perception/videos/video_7294.mp4,816,27,14
data/MVBench/video/perception/videos/video_1168.mp4,919,31,16
data/MVBench/video/perception/videos/video_10486.mp4,410,13,7
data/MVBench/video/perception/videos/video_6613.mp4,807,26,14
data/MVBench/video/perception/videos/video_3025.mp4,574,19,10
data/MVBench/video/perception/videos/video_8170.mp4,887,29,15
data/MVBench/video/perception/videos/video_7509.mp4,648,21,11
data/MVBench/video/perception/videos/video_9256.mp4,809,27,14
data/MVBench/video/perception/videos/video_9530.mp4,828,27,14
data/MVBench/video/perception/videos/video_1636.mp4,800,26,14
data/MVBench/video/perception/videos/video_8612.mp4,563,19,10
data/MVBench/video/perception/videos/video_3948.mp4,1009,33,17
data/MVBench/video/perception/videos/video_961.mp4,663,22,12
data/MVBench/video/perception/videos/video_6824.mp4,349,11,6
data/MVBench/video/perception/videos/video_6373.mp4,753,25,13
data/MVBench/video/perception/videos/video_8410.mp4,816,27,14
data/MVBench/video/perception/videos/video_9068.mp4,339,11,6
data/MVBench/video/perception/videos/video_7904.mp4,452,15,8
data/MVBench/video/perception/videos/video_593.mp4,785,26,14
data/MVBench/video/perception/videos/video_2840.mp4,1052,35,18
data/MVBench/video/perception/videos/video_9915.mp4,578,19,10
data/MVBench/video/perception/videos/video_7119.mp4,766,25,13
data/MVBench/video/perception/videos/video_9120.mp4,359,11,6
data/MVBench/video/perception/videos/video_1226.mp4,592,21,11
data/MVBench/video/perception/videos/video_7864.mp4,656,21,11
data/MVBench/video/perception/videos/video_9685.mp4,666,22,11
data/MVBench/video/perception/videos/video_381.mp4,327,10,6
data/MVBench/video/perception/videos/video_5901.mp4,1049,34,18
data/MVBench/video/perception/videos/video_11373.mp4,294,9,5
data/MVBench/video/perception/videos/video_1583.mp4,1044,34,18
data/MVBench/video/perception/videos/video_632.mp4,542,18,10
data/MVBench/video/perception/videos/video_2277.mp4,636,21,11
data/MVBench/video/perception/videos/video_8772.mp4,1053,34,18
data/MVBench/video/perception/videos/video_5530.mp4,978,32,17
data/MVBench/video/perception/videos/video_10521.mp4,346,11,6
data/MVBench/video/perception/videos/video_183.mp4,1050,35,18
data/MVBench/video/perception/videos/video_7497.mp4,777,25,13
data/MVBench/video/perception/videos/video_11164.mp4,1049,34,18
data/MVBench/video/perception/videos/video_8968.mp4,591,19,10
data/MVBench/video/perception/videos/video_814.mp4,992,32,17
data/MVBench/video/perception/videos/video_10508.mp4,427,14,8
data/MVBench/video/perception/videos/video_5257.mp4,1052,35,18
data/MVBench/video/perception/videos/video_1031.mp4,477,15,8
data/MVBench/video/perception/videos/video_3168.mp4,732,24,12
data/MVBench/video/perception/videos/video_9860.mp4,712,25,13
data/MVBench/video/perception/videos/video_11414.mp4,547,18,9
data/MVBench/video/perception/videos/video_380.mp4,319,10,6
data/MVBench/video/perception/videos/video_4405.mp4,586,19,10
data/MVBench/video/perception/videos/video_9121.mp4,682,22,12
data/MVBench/video/perception/videos/video_11212.mp4,1035,34,17
data/MVBench/video/perception/videos/video_2699.mp4,756,27,14
data/MVBench/video/perception/videos/video_5690.mp4,746,24,13
data/MVBench/video/perception/videos/video_7093.mp4,810,26,14
data/MVBench/video/perception/videos/video_9928.mp4,481,16,9
data/MVBench/video/perception/videos/video_9069.mp4,535,17,9
data/MVBench/video/perception/videos/video_10871.mp4,598,19,10
data/MVBench/video/perception/videos/video_4559.mp4,1050,34,18
data/MVBench/video/perception/videos/video_9041.mp4,618,20,11
data/MVBench/video/perception/videos/video_5492.mp4,700,23,12
data/MVBench/video/perception/videos/video_10326.mp4,724,24,12
data/MVBench/video/perception/videos/video_4997.mp4,948,31,16
data/MVBench/video/perception/videos/video_4029.mp4,866,28,15
data/MVBench/video/perception/videos/video_6602.mp4,693,23,12
data/MVBench/video/perception/videos/video_1153.mp4,523,17,9
data/MVBench/video/perception/videos/video_8177.mp4,670,22,11
data/MVBench/video/perception/videos/video_3787.mp4,360,12,6
data/MVBench/video/perception/videos/video_4956.mp4,650,21,11
data/MVBench/video/perception/videos/video_6416.mp4,399,13,7
data/MVBench/video/perception/videos/video_209.mp4,1049,34,18
data/MVBench/video/perception/videos/video_2894.mp4,709,23,12
data/MVBench/video/perception/videos/video_8361.mp4,781,26,13
data/MVBench/video/perception/videos/video_1423.mp4,1050,35,18
data/MVBench/video/perception/videos/video_590.mp4,406,13,7
data/MVBench/video/perception/videos/video_10898.mp4,488,17,9
data/MVBench/video/perception/videos/video_4598.mp4,317,10,6
data/MVBench/video/perception/videos/video_341.mp4,983,34,18
data/MVBench/video/perception/videos/video_7668.mp4,557,20,10
data/MVBench/video/perception/videos/video_355.mp4,692,23,12
data/MVBench/video/perception/videos/video_5725.mp4,341,11,6
data/MVBench/video/perception/videos/video_1225.mp4,406,13,7
data/MVBench/video/perception/videos/video_9679.mp4,1047,34,18
data/MVBench/video/perception/videos/video_9686.mp4,297,9,5
data/MVBench/video/perception/videos/video_11370.mp4,424,14,7
data/MVBench/video/perception/videos/video_10287.mp4,999,33,17
data/MVBench/video/perception/videos/video_10293.mp4,635,21,11
data/MVBench/video/perception/videos/video_2248.mp4,734,24,13
data/MVBench/video/perception/videos/video_8956.mp4,878,29,15
data/MVBench/video/perception/videos/video_3195.mp4,823,27,14
data/MVBench/video/perception/videos/video_11167.mp4,462,15,8
data/MVBench/video/perception/videos/video_6952.mp4,714,23,12
data/MVBench/video/perception/videos/video_803.mp4,512,17,9
data/MVBench/video/perception/videos/video_8957.mp4,1050,34,18
data/MVBench/video/perception/videos/video_9491.mp4,530,17,9
data/MVBench/video/perception/videos/video_3157.mp4,824,27,14
data/MVBench/video/perception/videos/video_7696.mp4,863,28,15
data/MVBench/video/perception/videos/video_383.mp4,953,31,16
data/MVBench/video/perception/videos/video_7872.mp4,663,22,12
data/MVBench/video/perception/videos/video_10912.mp4,1051,35,18
data/MVBench/video/perception/videos/video_5724.mp4,1049,35,18
data/MVBench/video/perception/videos/video_432.mp4,1052,35,18
data/MVBench/video/perception/videos/video_8228.mp4,631,20,11
data/MVBench/video/perception/videos/video_4360.mp4,1049,34,18
data/MVBench/video/perception/videos/video_11563.mp4,396,13,7
data/MVBench/video/perception/videos/video_9917.mp4,703,23,12
data/MVBench/video/perception/videos/video_7912.mp4,446,14,8
data/MVBench/video/perception/videos/video_9718.mp4,691,23,12
data/MVBench/video/perception/videos/video_3553.mp4,922,30,16
data/MVBench/video/perception/videos/video_5650.mp4,1049,34,18
data/MVBench/video/perception/videos/video_6417.mp4,569,18,10
data/MVBench/video/perception/videos/video_9724.mp4,527,17,9
data/MVBench/video/perception/videos/video_9056.mp4,879,29,15
data/MVBench/video/perception/videos/video_234.mp4,437,14,8
data/MVBench/video/perception/videos/video_10319.mp4,784,25,13
data/MVBench/video/perception/videos/video_977.mp4,522,17,9
data/MVBench/video/perception/videos/video_7286.mp4,862,29,15
data/MVBench/video/perception/videos/video_3976.mp4,715,23,12
data/MVBench/video/perception/videos/video_8823.mp4,838,28,14
data/MVBench/video/perception/videos/video_9297.mp4,861,28,15
data/MVBench/video/perception/videos/video_8176.mp4,705,23,12
data/MVBench/video/perception/videos/video_9532.mp4,656,21,11
data/MVBench/video/perception/videos/video_2330.mp4,675,23,12
data/MVBench/video/perception/videos/video_10328.mp4,446,14,8
data/MVBench/video/perception/videos/video_6195.mp4,770,26,13
data/MVBench/video/perception/videos/video_10857.mp4,1058,35,18
data/MVBench/video/perception/videos/video_1349.mp4,977,32,17
data/MVBench/video/perception/videos/video_8379.mp4,521,18,9
data/MVBench/video/perception/videos/video_205.mp4,1052,35,18
data/MVBench/video/perception/videos/video_10658.mp4,621,20,11
data/MVBench/video/perception/videos/video_2683.mp4,701,23,12
data/MVBench/video/perception/videos/video_7880.mp4,753,25,13
data/MVBench/video/perception/videos/video_11340.mp4,560,18,10
data/MVBench/video/perception/videos/video_1003.mp4,823,27,14
data/MVBench/video/perception/videos/video_5271.mp4,580,21,11
data/MVBench/video/perception/videos/video_4609.mp4,722,24,13
data/MVBench/video/perception/videos/video_826.mp4,548,18,9
data/MVBench/video/perception/videos/video_7499.mp4,765,25,13
data/MVBench/video/perception/videos/video_8972.mp4,1050,34,18
data/MVBench/video/perception/videos/video_4813.mp4,614,20,11
data/MVBench/video/perception/videos/video_8768.mp4,665,22,12
data/MVBench/video/perception/videos/video_6745.mp4,957,31,16
data/MVBench/video/perception/videos/video_9310.mp4,697,23,12
data/MVBench/video/perception/videos/video_1758.mp4,862,29,15
data/MVBench/video/perception/videos/video_1980.mp4,672,22,12
data/MVBench/video/perception/videos/video_8754.mp4,1046,34,18
data/MVBench/video/perception/videos/video_5516.mp4,321,10,6
data/MVBench/video/perception/videos/video_7473.mp4,771,25,13
data/MVBench/video/perception/videos/video_4387.mp4,377,12,7
data/MVBench/video/perception/videos/video_8218.mp4,729,24,13
data/MVBench/video/perception/videos/video_2053.mp4,618,20,11
data/MVBench/video/perception/videos/video_5072.mp4,1023,33,17
data/MVBench/video/perception/videos/video_11396.mp4,821,27,14
data/MVBench/video/perception/videos/video_6355.mp4,655,21,11
data/MVBench/video/perception/videos/video_6427.mp4,487,16,8
data/MVBench/video/perception/videos/video_9714.mp4,584,19,10
data/MVBench/video/perception/videos/video_7077.mp4,688,22,12
data/MVBench/video/perception/videos/video_1374.mp4,782,26,14
data/MVBench/video/perception/videos/video_8144.mp4,676,22,12
data/MVBench/video/perception/videos/video_762.mp4,1042,34,18
data/MVBench/video/perception/videos/video_9500.mp4,387,12,7
data/MVBench/video/perception/videos/video_11021.mp4,368,12,7
data/MVBench/video/perception/videos/video_6814.mp4,395,13,7
data/MVBench/video/perception/videos/video_6182.mp4,407,13,7
data/MVBench/video/perception/videos/video_8420.mp4,610,20,10
data/MVBench/video/perception/videos/video_11592.mp4,696,23,12
data/MVBench/video/perception/videos/video_5676.mp4,645,21,11
data/MVBench/video/perception/videos/video_560.mp4,285,9,5
data/MVBench/video/perception/videos/video_2125.mp4,893,29,15
data/MVBench/video/perception/videos/video_4232.mp4,408,14,8
data/MVBench/video/perception/videos/video_1564.mp4,601,19,10
data/MVBench/video/perception/videos/video_1202.mp4,535,18,9
data/MVBench/video/perception/videos/video_9676.mp4,1054,34,18
data/MVBench/video/perception/videos/video_9104.mp4,703,23,12
data/MVBench/video/perception/videos/video_10049.mp4,869,28,15
data/MVBench/video/perception/videos/video_11357.mp4,800,26,14
data/MVBench/video/perception/videos/video_7868.mp4,388,13,7
data/MVBench/video/perception/videos/video_4391.mp4,390,13,7
data/MVBench/video/perception/videos/video_4385.mp4,778,25,13
data/MVBench/video/perception/videos/video_3603.mp4,1059,35,18
data/MVBench/video/perception/videos/video_7465.mp4,596,19,10
data/MVBench/video/perception/videos/video_4144.mp4,1050,35,18
data/MVBench/video/perception/videos/video_1955.mp4,726,24,13
data/MVBench/video/perception/videos/video_45.mp4,681,22,12
data/MVBench/video/perception/videos/video_3824.mp4,466,15,8
data/MVBench/video/perception/videos/video_1799.mp4,390,13,7
data/MVBench/video/perception/videos/video_1941.mp4,404,13,7
data/MVBench/video/perception/videos/video_10504.mp4,602,20,11
data/MVBench/video/perception/videos/video_11140.mp4,789,26,14
data/MVBench/video/perception/videos/video_8780.mp4,540,18,9
data/MVBench/video/perception/videos/video_8794.mp4,853,28,15
data/MVBench/video/perception/videos/video_93.mp4,1050,35,18
data/MVBench/video/perception/videos/video_6034.mp4,630,21,11
data/MVBench/video/perception/videos/video_11183.mp4,1052,35,18
data/MVBench/video/perception/videos/video_5924.mp4,837,28,14
data/MVBench/video/perception/videos/video_10706.mp4,538,18,9
data/MVBench/video/perception/videos/video_7869.mp4,508,17,9
data/MVBench/video/perception/videos/video_7896.mp4,733,24,13
data/MVBench/video/perception/videos/video_4353.mp4,708,23,12
data/MVBench/video/perception/videos/video_1203.mp4,618,22,12
data/MVBench/video/perception/videos/video_6578.mp4,851,28,15
data/MVBench/video/perception/videos/video_10896.mp4,915,30,16
data/MVBench/video/perception/videos/video_7909.mp4,747,24,13
data/MVBench/video/perception/videos/video_8409.mp4,738,24,13
data/MVBench/video/perception/videos/video_9717.mp4,738,24,13
data/MVBench/video/perception/videos/video_207.mp4,679,22,12
data/MVBench/video/perception/videos/video_10470.mp4,1052,35,18
data/MVBench/video/perception/videos/video_10302.mp4,581,19,10
data/MVBench/video/perception/videos/video_1175.mp4,663,22,12
data/MVBench/video/perception/videos/video_7262.mp4,485,16,9
data/MVBench/video/perception/videos/video_3010.mp4,963,32,17
data/MVBench/video/perception/videos/video_7528.mp4,756,25,13
data/MVBench/video/perception/videos/video_9505.mp4,1049,35,18
data/MVBench/video/perception/videos/video_8169.mp4,619,20,11
data/MVBench/video/perception/videos/video_5303.mp4,793,26,14
data/MVBench/video/perception/videos/video_8155.mp4,307,10,6
data/MVBench/video/perception/videos/video_7299.mp4,755,25,13
data/MVBench/video/perception/videos/video_10879.mp4,1051,35,18
data/MVBench/video/perception/videos/video_203.mp4,1052,34,18
data/MVBench/video/perception/videos/video_4579.mp4,448,14,8
data/MVBench/video/perception/videos/video_11583.mp4,800,26,14
data/MVBench/video/perception/videos/video_5115.mp4,461,15,8
data/MVBench/video/perception/videos/video_1373.mp4,973,32,17
data/MVBench/video/perception/videos/video_10851.mp4,435,14,8
data/MVBench/video/perception/videos/video_1415.mp4,496,16,9
data/MVBench/video/perception/videos/video_4586.mp4,663,22,12
data/MVBench/video/perception/videos/video_2685.mp4,952,31,16
data/MVBench/video/perception/videos/video_10110.mp4,844,28,15
data/MVBench/video/perception/videos/video_9673.mp4,738,24,13
data/MVBench/video/perception/videos/video_2732.mp4,449,14,8
data/MVBench/video/perception/videos/video_6232.mp4,1052,35,18
data/MVBench/video/perception/videos/video_9129.mp4,749,24,13
data/MVBench/video/perception/videos/video_7110.mp4,626,20,11
data/MVBench/video/perception/videos/video_7845.mp4,555,18,10
data/MVBench/video/perception/videos/video_4380.mp4,1049,34,18
data/MVBench/video/perception/videos/video_388.mp4,394,13,7
data/MVBench/video/perception/videos/video_9471.mp4,519,17,9
data/MVBench/video/perception/videos/video_2242.mp4,504,16,9
data/MVBench/video/perception/videos/video_8747.mp4,634,21,11
data/MVBench/video/perception/videos/video_8949.mp4,457,15,8
data/MVBench/video/perception/videos/video_10273.mp4,641,21,11
data/MVBench/video/perception/videos/video_11186.mp4,654,21,11
data/MVBench/video/perception/videos/video_1004.mp4,1050,34,18
data/MVBench/video/perception/videos/video_3161.mp4,1043,34,18
data/MVBench/video/perception/videos/video_4154.mp4,869,28,15
data/MVBench/video/perception/videos/video_612.mp4,609,20,10
data/MVBench/video/perception/videos/video_8593.mp4,644,21,11
data/MVBench/video/perception/videos/video_2900.mp4,603,20,10
data/MVBench/video/perception/videos/video_6596.mp4,1050,35,18
data/MVBench/video/perception/videos/video_4381.mp4,391,13,7
data/MVBench/video/perception/videos/video_10717.mp4,632,21,11
data/MVBench/video/perception/videos/video_9869.mp4,784,26,14
data/MVBench/video/perception/videos/video_1206.mp4,353,11,6
data/MVBench/video/perception/videos/video_3411.mp4,393,13,7
data/MVBench/video/perception/videos/video_7893.mp4,831,28,14
data/MVBench/video/perception/videos/video_8578.mp4,737,24,13
data/MVBench/video/perception/videos/video_362.mp4,288,9,5
data/MVBench/video/perception/videos/video_2727.mp4,872,29,15
data/MVBench/video/perception/videos/video_6390.mp4,540,18,9
data/MVBench/video/perception/videos/video_1399.mp4,669,22,12
data/MVBench/video/perception/videos/video_10844.mp4,1041,35,18
data/MVBench/video/perception/videos/video_558.mp4,805,26,14
data/MVBench/video/perception/videos/video_6353.mp4,643,21,11
data/MVBench/video/perception/videos/video_941.mp4,621,20,11
data/MVBench/video/perception/videos/video_2492.mp4,987,35,18
data/MVBench/video/perception/videos/video_10461.mp4,1050,35,18
data/MVBench/video/perception/videos/video_1825.mp4,592,20,10
data/MVBench/video/perception/videos/video_7515.mp4,1049,35,18
data/MVBench/video/perception/videos/video_7259.mp4,753,26,13
data/MVBench/video/perception/videos/video_1172.mp4,1037,35,18
data/MVBench/video/perception/videos/video_5466.mp4,987,32,17
data/MVBench/video/perception/videos/video_1827.mp4,338,11,6
data/MVBench/video/perception/videos/video_10305.mp4,828,27,14
data/MVBench/video/perception/videos/video_9710.mp4,967,32,17
data/MVBench/video/perception/videos/video_6423.mp4,856,28,15
data/MVBench/video/perception/videos/video_6437.mp4,782,26,14
data/MVBench/video/perception/videos/video_5658.mp4,341,11,6
data/MVBench/video/perception/videos/video_3567.mp4,722,26,13
data/MVBench/video/perception/videos/video_1364.mp4,621,20,11
data/MVBench/video/perception/videos/video_5102.mp4,597,19,10
data/MVBench/video/perception/videos/video_4591.mp4,635,20,11
data/MVBench/video/perception/videos/video_2686.mp4,838,28,14
data/MVBench/video/perception/videos/video_6392.mp4,424,14,8
data/MVBench/video/perception/videos/video_1238.mp4,858,29,15
data/MVBench/video/perception/videos/video_4432.mp4,616,20,11
data/MVBench/video/perception/videos/video_5062.mp4,983,33,17
data/MVBench/video/perception/videos/video_7661.mp4,854,28,15
data/MVBench/video/perception/videos/video_5710.mp4,591,19,10
data/MVBench/video/perception/videos/video_6027.mp4,462,15,8
data/MVBench/video/perception/videos/video_5506.mp4,966,32,16
data/MVBench/video/perception/videos/video_7305.mp4,436,14,8
data/MVBench/video/perception/videos/video_1012.mp4,662,21,11
data/MVBench/video/perception/videos/video_6796.mp4,590,19,10
data/MVBench/video/perception/videos/video_10265.mp4,658,22,11
data/MVBench/video/perception/videos/video_11153.mp4,870,28,15
data/MVBench/video/perception/videos/video_4802.mp4,700,23,12
data/MVBench/video/perception/videos/video_4194.mp4,912,30,16
data/MVBench/video/perception/videos/video_9329.mp4,617,20,11
data/MVBench/video/perception/videos/video_3638.mp4,860,28,15
data/MVBench/video/perception/videos/video_6754.mp4,732,24,13
data/MVBench/video/perception/videos/video_5922.mp4,868,28,15
data/MVBench/video/perception/videos/video_8235.mp4,543,18,10
data/MVBench/video/perception/videos/video_1577.mp4,1048,34,18
data/MVBench/video/perception/videos/video_3412.mp4,861,28,15
data/MVBench/video/perception/videos/video_9665.mp4,772,25,13
data/MVBench/video/perception/videos/video_11556.mp4,386,12,7
data/MVBench/video/perception/videos/video_2687.mp4,391,13,7
data/MVBench/video/perception/videos/video_5665.mp4,885,29,15
data/MVBench/video/perception/videos/video_1359.mp4,860,28,15
data/MVBench/video/perception/videos/video_3228.mp4,872,28,15
data/MVBench/video/perception/videos/video_567.mp4,1050,34,18
data/MVBench/video/perception/videos/video_215.mp4,731,24,12
data/MVBench/video/perception/videos/video_6422.mp4,617,20,11
data/MVBench/video/perception/videos/video_1826.mp4,495,16,9
data/MVBench/video/perception/videos/video_10310.mp4,821,27,14
data/MVBench/video/perception/videos/video_3764.mp4,831,27,14
data/MVBench/video/perception/videos/video_7502.mp4,1036,34,18
data/MVBench/video/perception/videos/video_9507.mp4,477,16,8
data/MVBench/video/perception/videos/video_1114.mp4,931,31,16
data/MVBench/video/perception/videos/video_3071.mp4,871,29,15
data/MVBench/video/perception/videos/video_8124.mp4,639,23,12
data/MVBench/video/perception/videos/video_4078.mp4,429,14,8
data/MVBench/video/perception/videos/video_702.mp4,712,23,12
data/MVBench/video/perception/videos/video_6653.mp4,1049,34,18
data/MVBench/video/perception/videos/video_2384.mp4,979,32,17
data/MVBench/video/perception/videos/video_4939.mp4,773,25,13
data/MVBench/video/perception/videos/video_3267.mp4,782,26,14
data/MVBench/video/perception/videos/video_2145.mp4,680,22,12
data/MVBench/video/perception/videos/video_2151.mp4,808,26,14
data/MVBench/video/perception/videos/video_1458.mp4,538,17,9
data/MVBench/video/perception/videos/video_9945.mp4,448,14,8
data/MVBench/video/perception/videos/video_11243.mp4,440,14,8
data/MVBench/video/perception/videos/video_3298.mp4,1044,34,18
data/MVBench/video/perception/videos/video_1538.mp4,860,28,15
data/MVBench/video/perception/videos/video_10997.mp4,1049,34,18
data/MVBench/video/perception/videos/video_2958.mp4,521,17,9
data/MVBench/video/perception/videos/video_1289.mp4,804,26,14
data/MVBench/video/perception/videos/video_1712.mp4,577,19,10
data/MVBench/video/perception/videos/video_9428.mp4,622,21,11
data/MVBench/video/perception/videos/video_9366.mp4,726,24,12
data/MVBench/video/perception/videos/video_9414.mp4,524,18,10
data/MVBench/video/perception/videos/video_6914.mp4,719,23,12
data/MVBench/video/perception/videos/video_4871.mp4,894,29,15
data/MVBench/video/perception/videos/video_10203.mp4,274,9,5
data/MVBench/video/perception/videos/video_10565.mp4,471,15,8
data/MVBench/video/perception/videos/video_31.mp4,718,23,12
data/MVBench/video/perception/videos/video_3845.mp4,335,11,6
data/MVBench/video/perception/videos/video_1920.mp4,596,19,10
data/MVBench/video/perception/videos/video_6040.mp4,734,24,13
data/MVBench/video/perception/videos/video_1049.mp4,820,27,14
data/MVBench/video/perception/videos/video_4131.mp4,1011,33,17
data/MVBench/video/perception/videos/video_7410.mp4,758,25,13
data/MVBench/video/perception/videos/video_7376.mp4,594,19,10
data/MVBench/video/perception/videos/video_11478.mp4,729,24,13
data/MVBench/video/perception/videos/video_11322.mp4,806,27,14
data/MVBench/video/perception/videos/video_9824.mp4,947,32,16
data/MVBench/video/perception/videos/video_9617.mp4,417,14,8
data/MVBench/video/perception/videos/video_9171.mp4,972,32,16
data/MVBench/video/perception/videos/video_2024.mp4,809,26,14
data/MVBench/video/perception/videos/video_1277.mp4,612,20,11
data/MVBench/video/perception/videos/video_2018.mp4,729,24,13
data/MVBench/video/perception/videos/video_9944.mp4,957,31,16
data/MVBench/video/perception/videos/video_5818.mp4,692,23,12
data/MVBench/video/perception/videos/video_7028.mp4,1004,33,17
data/MVBench/video/perception/videos/video_4521.mp4,535,17,9
data/MVBench/video/perception/videos/video_7982.mp4,971,32,17
data/MVBench/video/perception/videos/video_9987.mp4,1044,35,18
data/MVBench/video/perception/videos/video_4910.mp4,651,21,11
data/MVBench/video/perception/videos/video_5429.mp4,674,22,12
data/MVBench/video/perception/videos/video_5367.mp4,746,24,13
data/MVBench/video/perception/videos/video_9239.mp4,679,23,12
data/MVBench/video/perception/videos/video_7228.mp4,1052,35,18
data/MVBench/video/perception/videos/video_701.mp4,670,22,11
data/MVBench/video/perception/videos/video_5601.mp4,833,27,14
data/MVBench/video/perception/videos/video_9985.mp4,1051,35,18
data/MVBench/video/perception/videos/video_8457.mp4,603,20,10
data/MVBench/video/perception/videos/video_9775.mp4,313,10,6
data/MVBench/video/perception/videos/video_2146.mp4,351,11,6
data/MVBench/video/perception/videos/video_7943.mp4,337,11,6
data/MVBench/video/perception/videos/video_477.mp4,1011,33,17
data/MVBench/video/perception/videos/video_10016.mp4,718,24,12
data/MVBench/video/perception/videos/video_11308.mp4,1052,35,18
data/MVBench/video/perception/videos/video_1077.mp4,863,28,15
data/MVBench/video/perception/videos/video_10599.mp4,1047,34,18
data/MVBench/video/perception/videos/video_10572.mp4,772,25,13
data/MVBench/video/perception/videos/video_6095.mp4,817,27,14
data/MVBench/video/perception/videos/video_32.mp4,738,24,13
data/MVBench/video/perception/videos/video_4640.mp4,701,23,12
data/MVBench/video/perception/videos/video_4126.mp4,675,22,12
data/MVBench/video/perception/videos/video_8708.mp4,734,24,13
data/MVBench/video/perception/videos/video_6725.mp4,375,12,7
data/MVBench/video/perception/videos/video_1076.mp4,1049,34,18
data/MVBench/video/perception/videos/video_10765.mp4,968,32,17
data/MVBench/video/perception/videos/video_7188.mp4,735,24,13
data/MVBench/video/perception/videos/video_11309.mp4,1049,34,18
data/MVBench/video/perception/videos/video_8293.mp4,436,14,8
data/MVBench/video/perception/videos/video_4324.mp4,1053,35,18
data/MVBench/video/perception/videos/video_2027.mp4,708,23,12
data/MVBench/video/perception/videos/video_6527.mp4,1049,35,18
data/MVBench/video/perception/videos/video_9614.mp4,791,26,14
data/MVBench/video/perception/videos/video_3463.mp4,904,30,16
data/MVBench/video/perception/videos/video_6484.mp4,713,23,12
data/MVBench/video/perception/videos/video_2635.mp4,1052,35,18
data/MVBench/video/perception/videos/video_4244.mp4,733,24,13
data/MVBench/video/perception/videos/video_7017.mp4,1050,35,18
data/MVBench/video/perception/videos/video_3926.mp4,660,24,12
data/MVBench/video/perception/videos/video_4085.mp4,866,28,15
data/MVBench/video/perception/videos/video_933.mp4,406,13,7
data/MVBench/video/perception/videos/video_927.mp4,374,12,7
data/MVBench/video/perception/videos/video_4046.mp4,674,22,12
data/MVBench/video/perception/videos/video_1880.mp4,821,27,14
data/MVBench/video/perception/videos/video_3715.mp4,423,14,8
data/MVBench/video/perception/videos/video_5364.mp4,336,11,6
data/MVBench/video/perception/videos/video_10365.mp4,474,15,8
data/MVBench/video/perception/videos/video_6696.mp4,961,32,16
data/MVBench/video/perception/videos/video_2157.mp4,416,13,7
data/MVBench/video/perception/videos/video_9016.mp4,681,22,12
data/MVBench/video/perception/videos/video_9770.mp4,603,20,10
data/MVBench/video/perception/videos/video_10826.mp4,964,34,18
data/MVBench/video/perception/videos/video_5176.mp4,1051,35,18
data/MVBench/video/perception/videos/video_11279.mp4,923,30,16
data/MVBench/video/perception/videos/video_10601.mp4,320,10,6
data/MVBench/video/perception/videos/video_6480.mp4,457,15,8
data/MVBench/video/perception/videos/video_8268.mp4,665,24,13
data/MVBench/video/perception/videos/video_2751.mp4,395,13,7
data/MVBench/video/perception/videos/video_5016.mp4,738,24,13
data/MVBench/video/perception/videos/video_7173.mp4,744,24,13
data/MVBench/video/perception/videos/video_5943.mp4,1050,34,18
data/MVBench/video/perception/videos/video_8283.mp4,1048,34,18
data/MVBench/video/perception/videos/video_6090.mp4,979,32,17
data/MVBench/video/perception/videos/video_37.mp4,645,21,11
data/MVBench/video/perception/videos/video_6912.mp4,764,25,13
data/MVBench/video/perception/videos/video_1715.mp4,1049,35,18
data/MVBench/video/perception/videos/video_3664.mp4,467,15,8
data/MVBench/video/perception/videos/video_3880.mp4,547,18,10
data/MVBench/video/perception/videos/video_4484.mp4,515,17,9
data/MVBench/video/perception/videos/video_11481.mp4,933,31,16
data/MVBench/video/perception/videos/video_1517.mp4,1050,34,18
data/MVBench/video/perception/videos/video_6250.mp4,808,27,14
data/MVBench/video/perception/videos/video_6536.mp4,793,26,13
data/MVBench/video/perception/videos/video_4335.mp4,898,32,17
data/MVBench/video/perception/videos/video_10614.mp4,930,31,16
data/MVBench/video/perception/videos/video_5822.mp4,318,10,6
data/MVBench/video/perception/videos/video_8447.mp4,871,29,15
data/MVBench/video/perception/videos/video_9981.mp4,1048,34,18
data/MVBench/video/perception/videos/video_1463.mp4,875,29,15
data/MVBench/video/perception/videos/video_2142.mp4,1043,34,18
data/MVBench/video/perception/videos/video_8686.mp4,390,12,7
data/MVBench/video/perception/videos/video_9598.mp4,462,15,8
data/MVBench/video/perception/videos/video_7589.mp4,350,11,6
data/MVBench/video/perception/videos/video_7210.mp4,895,29,15
data/MVBench/video/perception/videos/video_7576.mp4,811,27,14
data/MVBench/video/perception/videos/video_4041.mp4,408,13,7
data/MVBench/video/perception/videos/video_707.mp4,669,22,12
data/MVBench/video/perception/videos/video_2418.mp4,940,31,16
data/MVBench/video/perception/videos/video_9559.mp4,1047,34,18
data/MVBench/video/perception/videos/video_908.mp4,1050,34,18
data/MVBench/video/perception/videos/video_2140.mp4,392,13,7
data/MVBench/video/perception/videos/video_9001.mp4,969,32,16
data/MVBench/video/perception/videos/video_8479.mp4,795,26,14
data/MVBench/video/perception/videos/video_8337.mp4,978,32,17
data/MVBench/video/perception/videos/video_8323.mp4,389,12,7
data/MVBench/video/perception/videos/video_3276.mp4,848,28,15
data/MVBench/video/perception/videos/video_5820.mp4,683,22,12
data/MVBench/video/perception/videos/video_2801.mp4,613,20,11
data/MVBench/video/perception/videos/video_5983.mp4,907,30,15
data/MVBench/video/perception/videos/video_4451.mp4,315,10,6
